,Title,Content,Author,Date and Time
715,India's unemployment rate rises to 16-month high in December,"NEW DELHI, Jan. 1 (Xinhua) -- India's unemployment rate spiked to 8.3 percent in December 2022, data released by the economic research house Center for Monitoring Indian Economy (CMIE) showed Sunday. The unemployment rate is the highest in 16 months. According to the CMIE, the urban unemployment rate rose to 10.09 percent in December from 8.96 percent in the previous month, while the rural unemployment rate slipped to 7.44 percent from 7.55 percent. The northern state of Haryana continued to be on the top with an unemployment rate of 37.4 percent, followed by its neighboring state Rajasthan at 28.5 percent. In November 2022 the rate of unemployment in India was 8 percent.",Xinhua,2023-01-03 10:28
716,U.S. logs record number of discrimination complaints from schools,"   NEW YORK, Jan. 1 (Xinhua) -- The U.S. Education Department's Office for Civil Rights logged a record nearly 19,000 discrimination complaints in the last fiscal year from Oct. 1, 2021 to Sept. 30, 2022. The number is more than double the previous year's and breaks the record of 16,000 filed in fiscal year 2016, reported the New York Times on Sunday. ""The latest indicator of how the social and political strife roiling the country is reverberating in the nation's schools,"" the newspaper said, noting that the surge reversed the decline in complaints filed to the office under the Trump administration. Officials say the complaints -- most alleging discrimination based on disability, race or sex -- reflect grievances that amassed during the worst public health crisis in a century and the most divisive civil rights climate in decades, according to the report. ""The complaints were logged as schools struggled to recover from pandemic-related closures, and add to the declining test scores and growing mental health challenges that display the fragility in large parts of the country's education system,"" it said. ""It reflects the confidence in the Office for Civil Rights as a place to seek redress ... At the same time, the scope and volume of harm that we're asking our babies to navigate is astronomical,"" the report quoted Catherine Lhamon, assistant secretary for civil rights, as saying.",Xinhua,2023-01-03 10:30
690,Sweden sees highest number of bankruptcy filings since 2013,"  STOCKHOLM, Jan. 2 (Xinhua) -- Due mainly to the ongoing Ukraine crisis, the accelerating rate of inflation and high electricity prices, the number of bankruptcies in Sweden rose to the highest level in a decade during the second half of 2022, according to statistics released on Monday. Between July and December 2022, 22 percent more bankruptcies were registered than in the same period in 2021, business and credit reference agency UC said in a press release. According to UC, nearly 3,500 companies filed for bankruptcy in the said period, around 300 more than in the same period in 2013, when the previous record was registered. In December alone, UC said that the number of bankruptcies increased by 17 percent year-on-year. Among hotels and restaurants, the number of bankruptcies was 29 percent higher in December than in the same month in 2021. The respective increase among retailers was 28 percent, UC said. Meanwhile, the total number of start-ups across all sectors decreased by 13 percent in December compared with the same month in 2021, UC said.   As Sweden eased the COVID-19 pandemic-related restrictions, 2021 saw the lowest number of bankruptcies on record. The year 2022 also started on a high note, but concluded with unpleasant surprises, UC economist Johanna Blome said in the press release. ""Ahead of 2022, optimism was high, not least as a result of the record low number of bankruptcies in the past year and the removal of pandemic restrictions. A bright future was predicted for Sweden's entrepreneurs and small business owners, but unfortunately, the year (2022) instead offered a series of unpleasant surprises that affected both the Swedish and the global economy,"" Blome said. ""Many companies face a tough 2023. Smaller companies can suffer from setbacks in liquidity as a result of increased electricity and purchase costs as well as interests,"" Blome said, adding, ""The risk is great that bankruptcies will continue to increase and the number of start-ups will decrease -- at least during the first part of 2023."" In the week leading up to the 2022 year-end holidays, the Swedish government said that the country was entering a recession that was expected to last until 2025. The country's gross domestic product (GDP) is projected to shrink by 0.7 percent this year. Unemployment is expected to grow to 7.8 percent in 2023 and to 8.2 percent in 2024.",Xinhua,2023-01-03 13:08
691,Europe must face up to an economically selfish U.S.: German media,"BERLIN, Jan. 3 (Xinhua) -- U.S. protectionism is solidifying at a rapid pace and could set the mood for transatlantic relations in the future, said an op-ed published in the German business newspaper Handelsblatt recently. ""The leitmotif of becoming more independent of China is deeply embedded in both American parties,"" said the article released on Nov. 25. This is why the United States was putting billions in subsidies and investments that favor domestic manufacturers, it added. To isolate China, the United States was also ""embracing conflict with its key allies,"" according to the op-ed. The European Union ""must face up to this reality,"" it said, noting the sooner the Europeans accept this, the better they can prepare for future U.S. unilateral actions.",Xinhua,2023-01-03 13:12
692,Scandal over U.S. congressman-elect lying about resume snowballs,"   WASHINGTON, Jan. 3 (Xinhua) -- A scandal over U.S. Congressman-elect George Santos lying about his resume has been snowballing, casting a bleak shadow over Washington ahead of the sworn-in of a new and divided Congress. Santos, elected in the 2022 midterm elections to represent New York's 3rd congressional district, admitted to The New York Post last week that he had lied about his work experience and education on the campaign trail. ""My sins here are embellishing my resume. I'm sorry,"" said Santos, a 34-year-old Republican, alleging that the controversy will not deter him ""from having good legislative success.""  Santos billed himself as the ""full embodiment of the American dream"" -- an openly gay son of Brazilian immigrants who becomes a ""seasoned Wall Street financier and investor"" with experience working in the business world. Santos boasted he had worked for high-profile Wall Street firms Citigroup and Goldman Sachs, but neither company could find any records verifying his claims, according to an investigation by The New York Times. In February 2021, Santos tweeted he and his family owned more than a dozen properties, while tenants did not pay their rent for nearly a year. However, no evidence has been uncovered verifying such claims of property ownership. Furthermore, he claimed to have received a degree from Baruch College, a public college in New York City, in 2010, which also turned out to be a lie. Officials at the institution, The New York Times reported, ""could find no record of anyone matching his name and date of birth graduating that year."" In his confession to The New York Post, Santos acknowledged he had ""never worked directly"" for either Citigroup or Goldman Sachs, arguing that it was a ""poor choice of words"" to say he worked for the companies while revealing that he ""does not own any properties"" and ""didn't graduate from any institution of higher learning."" Santos also clarified he is ""clearly Catholic"" after describing himself as a nonobservant Jew. As to sexual orientation, he confirmed to The New York Post that he was married to a woman for about five years but insisted that he is now a happily married gay man.    Former U.S. Congresswoman from Hawaii and Fox News contributor Tulsi Gabbard ripped Santos to shreds while interviewing the congressman-elect last week, asking him, ""do you have no shame?"" ""If I were one of those in New York's 3rd district right now, now that the election is over, and I'm finding out all of these lies that you've told, not just one little lie or one little embellishment,"" Gabbard told Santos. ""These are blatant lies."" Santos responded by underlining that he has ""the courage"" to admit and face his mistakes and that ""I want to put this past me, so I can deliver for the American people."" ""I understand. Everybody wants to nitpick at me,"" he complained. ""I'm going to reassure this once and for all -- I'm not a facade. I'm not a persona. I have an extensive career that I worked real hard to achieve."" The Fox News guest host added, ""It's hard to imagine how they could possibly trust your explanations when you're not really even willing to admit the depth of your deception to them.""  It is not rare that U.S. politicians tell lies about their life stories and policy proposals to court support. U.S. Senator Marco Rubio of Florida, re-elected to a third term last year, built his political prominence by portraying his parents as exiles from their native Cuba. But a review of The Washington Post published in 2011 wrote that the Republican's account ""embellishes the facts"" and that ""the real story of his parents' migration appears to be a more conventional immigrant narrative."" Herschel Walker campaigned against abortion access in 2022 as the Republican nominee for U.S. Senate in Georgia. However, his former girlfriends have accused him of encouraging or paying for abortion. U.S. Senator Elizabeth Warren, a Massachusetts Democrat who ran for the White House several years ago, issued a public apology in 2019 for her past claims of Native American ancestry. ""Permanent Washington has created a culture where it's acceptable to lie to further your own interest. Just try not to get caught,"" Gabbard, who left the Democrat to become an independent last year, commented. ""But even when politicians do get caught, people just shrug their shoulders and move on. No big deal, no consequences."" ""So, no one should be surprised that the American people don't trust these politicians. They've got no faith that those in Washington are actually working for the people when they're so clearly working for themselves,"" she pointed out. Public trust in the U.S. Congress reached an all-time low, with only 7 percent of Americans expressing ""a great deal"" or ""quite a lot"" of confidence in it, according to a Gallup poll released in the summer of 2022.    Republicans flipped the House of Representatives in last year's midterm elections while Democrats held onto their majority in the Senate. The divided Congress will be sworn in on Tuesday, with Santos to join the ranks and files of American lawmakers despite bipartisan calls for him not to take office. According to U.S. legal pundits, the House can only prevent candidates from taking office if they violate the Constitution's age, citizenship and state residency requirements. But Santos may face ethics investigations after he's seated. Federal prosecutors in New York have opened an investigation into Santos, which is in its early stages and has not yet zeroed in on any one allegation of wrongdoing. Prosecutors are reportedly examining Santos' finances, including potential irregularities involving financial disclosures and loans he made to his campaign as he was running for representing New York's 3rd congressional district, which covers part of the North Shore of Long Island and northeastern Queens. Jeff Mayhugh, a former candidate for Virginia's 10th congressional district, authored an article published by Newsweek last week, writing that ""Santos's lies exposed a much deeper rot in our political system."" ""He is a symptom of a much bigger problem than just his own dishonesty,"" Mayhugh continued, calling out ""a broken political system that focuses too much on profit and control and too little on serving the people.""",Xinhua,2023-01-03 15:34
693,U.S. sanctions deprive Iranians of breathing fresh air under severe pollution: experts,"TEHRAN, Jan. 3 (Xinhua) -- With the arrival of the cold season, the air pollution in Iran's capital Tehran has reached an alarming level and is hazardous for the health of local residents. Domestic and foreign experts pointed out that under the years-long U.S. sanctions, the forced use of old vehicles, which should have been scrapped long ago, is the cause of the terrible air quality in Tehran.  Over the past weeks, Tehran's local authorities decided to shut down school and university classes for some days and switched to online learning. Abed Maleki, deputy director of Civil Affairs Coordination of Tehran Governorate, announced on Monday the continuation of remote working of sensitive groups of employees, including pregnant women, employees aging above 50, and those who have heart, lung, respiratory and rheumatic diseases as well as ones with diabetes, high blood pressure and cancer problems, according to official IRNA news agency. Maleki said that based on the approvals of the air pollution emergency working group, universities and all educational levels of Tehran will continue online learning for two more days until Wednesday, while sports activities in open spaces are also canceled. The even-and-odd plans for motorists are implemented as traffic rationing measures under which private vehicles with registration numbers ending with an odd digit will be allowed on the streets on odd dates and those with an even digit on even dates. Besides, a daily permit license to enter the restricted traffic zones in Tehran will not be issued by Tehran Municipality until Wednesday, Maleki said, urging the citizens to refrain from unnecessary activities outdoors.  Abbas Shahsavandi, the head of the air health and climate change department of Iran's Health Ministry, pointed out that the traffic of old cars and diesel motorcycles is the main reason behind Tehran's air pollution. There are many clunker vehicles and diesel motorcycles in Tehran, which must be removed from the consumption cycle, Shahsavandi was quoted as saying by Tehran Times. Also, Abdollah Motevalli, deputy director of Iran's Standards and Quality Inspection Company, said that some 83 percent of air pollution in Tehran and 70 percent in other Iranian big cities are caused by vehicles, according to the report. On Dec. 20, 2022, a group of UN human rights experts announced that ""it is no surprise that Tehran is one of the world's most polluted cities. U.S. sanctions force people to prolong the use of older vehicles that burn fuel less efficiently, while making it impossible for Iran to obtain equipment and technology to reduce vehicle emissions."" The sanctions also prevent Iranian scientists from engaging in joint environmental research projects abroad, and prevent Iranians from accessing online databases and courses about environmental issues and sustainability, they pointed out.  On Monday, Mojtaba Shafiee, managing director of the Transport and Traffic Organization of Tehran Municipality, stressed that new ideas are needed to tackle the traffic and air pollution in Tehran. Elaborating on the effect of the even-and-odd plan from the door of the homes on reducing air pollution, he noted that if the plan is implemented correctly, it will be effective in reducing air pollution. He also announced the holding of the 19th International Conference on Transportation and Traffic Engineering in Tehran in March, with its focus on public and smart transportation among other topics. Regarding the development of cycling routes in the capital, he stated that the use of shared bicycles is one of the main models of traffic management around the world that should be considered in Tehran. In the meantime, Motevalli said that all motor vehicles used by government, public and non-government sectors are required to obtain a technical examination certificate, which can be highly effective in reducing air pollution, optimizing fuel consumption and car safety, and consequently the health of citizens.",Xinhua,2023-01-03 16:33
697,Consecutive ballots fail to elect House speaker after divided U.S. Congress convenes,"WASHINGTON, Jan. 3 (Xinhua) -- Two consecutive ballots on the floor of the U.S. House of Representatives on Tuesday afternoon failed to elect a new speaker. U.S. Congressman Kevin McCarthy, a Republican from California, lost the second ballot for House speaker after 19 Republicans again voted against him. A third vote is underway, a scenario that hasn't been seen in a century. A candidate needs 218 votes to become House speaker if no member skips the vote or votes ""present."" ""We stay in until we win,"" McCarthy told reporters, adding that the numbers ""will change eventually."" The political drama came nearly two months after the 2022 midterm elections, in which Republicans flipped the House and Democrats held onto their majority in the Senate, and shortly after the divided Congress convened Tuesday noon. All House Democrats have voted for Congressman Hakeem Jeffries from New York to lead the Democratic minority in the first two ballots. Jemele Hill, a contributing writer for The Atlantic, tweeted on Tuesday afternoon that ""what we're witnessing today in American politics is just another brutal indictment of this dysfunctional political system."" If no candidate wins a majority of votes in the third round, House members will vote on and on until a speaker is elected. House members can adjourn to negotiate but the lower chamber does not kick off the new term until the speaker election is over. White House press secretary Karine Jean-Pierre said on Tuesday afternoon that U.S. President Joe Biden, a former six-term senator, ""will not insert himself in that process."" ""The president served as a U.S. senator for 34 years and he understands how this process works,"" Jean-Pierre said. U.S. Vice President Kamala Harris presided over the opening day of the Senate, where Democrats have a slim 51-49 majority over Republicans, when she swore in 35 either newly elected or reelected senators Tuesday afternoon. Chuck Schumer from New York and Mitch McConnell from Kentucky, both Senate veterans, will continue to serve as the chamber's majority leader and minority leader, respectively. Public trust in the U.S. Congress reached an all-time low, with only 7 percent of Americans expressing ""a great deal"" or ""quite a lot"" of confidence in it, according to a Gallup poll released in the summer of 2022. Americans' approval of Congress, a separate survey that Gallup conducted following last year's midterm elections suggested, remains largely negative, with 73 percent of U.S. adults expressing disapproval.",Xinhua,2023-01-04 08:26
694,"Fuss over China's coronavirus situation unwarranted, says Cyprus virologist","NICOSIA, Jan. 3 (Xinhua) -- Worry and panic over reports about a surge of coronavirus cases in China are excessive and unwarranted, a leading Cypriot virologist said here on Tuesday. ""So far, there is no particular cause for concern because the COVID-19 variant that prevails in China was detected in Cyprus months ago and it doesn't seem to pose much of a problem,"" Petros Karayiannis, professor of microbiology and molecular virology at the University of Nicosia Medical School, said. Karayiannis is a member of the scientific team advising the government on the handling of the pandemic. ""Because it concerns Omicron variants, I believe that perhaps it was somewhat excessive that there was such a fuss,"" Karayiannis told the CyBC state radio. He said that the Omicron subvariant BF.7, a spin-off of the main BA.5 strain, is thought to be responsible for a small percentage of COVID-19 cases in Cyprus and it has not been found to cause more severe symptoms than the other Omicron variants. Karayiannis said that in his view the virus mutates to increase its transmissibility and to survive, but in doing so it does not become more pestiferous. According to Karayiannis, the current situation in Cyprus is not causing a concern to medical authorities as new COVID-19 cases have stabilized at about 2,700 per week in a population of less than one million.",Xinhua,2023-01-04 10:19
695,5 countries start responsibilities as newly elected members of UN Security Council,"  UNITED NATIONS, Jan. 3 (Xinhua) -- Five countries -- Ecuador, Japan, Malta, Mozambique and Switzerland -- on Tuesday began to assume responsibilities as non-permanent members of the United Nations Security Council. Their two-year term officially started on Jan. 1, but the first business day of the Security Council for 2023 after the New Year holiday break is Tuesday, Jan. 3. A flag installation ceremony was held to mark the start of their responsibilities. The ceremony was initiated by Kazakhstan in 2018. Kazakhstan's permanent representative Akan Rakhmetullin, who presided over the ceremony, voiced confidence that the five new council members will bring much depth and focus to the pressing issues of global peace and security. ""As we begin a new year, it is clear that the global situation continues to be marked by numerous challenges and crisis, from ongoing conflicts and humanitarian calamities to the negative impacts of climate change and the pandemic,"" Rakhmetullin said.   Addressing these acute issues requires cooperation and solidarity as well as the commitment of all UN member states, he said. The permanent representatives of the five new council members made short speeches before they installed their respective national flags outside the Security Council Chamber. The five countries replaced India, Ireland, Kenya, Mexico and Norway. The 15-member Security Council has five permanent members -- Britain, China, France, Russia and the United States, and 10 non-permanent members elected for two-year terms by the UN General Assembly. Five non-permanent members are replaced every year. Albania, Brazil, Gabon, Ghana and the United Arab Emirates are in the middle of their two-year term as non-permanent members.",Xinhua,2023-01-04 10:21
696,"Divided U.S. Congress convenes in scandal, with McCarthy failing initial vote to be elected House speaker","    WASHINGTON, Jan. 3 (Xinhua) -- A divided and new U.S. Congress convened Tuesday noon amid a bitter House leadership battle and the snowballing scandal of a congressman-elect lying about his biography. The session came nearly two months after the 2022 midterm elections, in which Republicans flipped the U.S. House of Representatives and Democrats held onto their majority in the Senate. U.S. Congressman Kevin McCarthy, a California Republican, lost an initial vote for House speaker on Tuesday afternoon after 19 Republicans voted for others, sending the election to a second ballot. All House Democrats voted for Congressman Hakeem Jeffries from New York to lead the Democratic minority, set to make him the first African American lawmaker to lead a party in either chamber of the U.S. Congress. If no candidate wins a majority of votes in the next round, House members will vote on and on until a speaker is elected. U.S. Congressman-elect George Santos, a 34-year-old Republican from New York, is among those who are waiting to be sworn in after the speaker vote. Santos has recently admitted to lying about his educational history and professional biography but rejected bipartisan calls for him not to take office. ""My sins here are embellishing my resume. I'm sorry,"" embattled Santos acknowledged last week while alleging that the controversy would not deter him ""from having good legislative success."" Former U.S. Congresswoman and Fox News contributor Tulsi Gabbard commented, ""Washington has created a culture where it's acceptable to lie to further your own interest."" ""But even when politicians do get caught, people just shrug their shoulders and move on,"" Gabbard continued. ""So, no one should be surprised that the American people don't trust these politicians."" Public trust in the U.S. Congress reached an all-time low, with only 7 percent of Americans expressing ""a great deal"" or ""quite a lot"" of confidence in it, according to a Gallup poll released in the summer of 2022. Americans' approval of Congress, a separate survey that Gallup conducted following last year's midterm elections suggested, remains largely negative, with 73 percent of U.S. adults expressing disapproval.   U.S. Vice President Kamala Harris presided over the opening day of the Senate with Democrats having a slim 51-49 majority over Republicans, and she swore in 35 either newly elected or reelected senators Tuesday afternoon. Chuck Schumer from New York and Mitch McConnell from Kentucky, both Senate veterans, will continue to serve as the chamber's majority leader and minority leader, respectively. The divided Congress with Republicans controlling the House is likely to stall U.S. President Joe Biden's legislative agenda in the next two years. In addition, top House Republicans have vowed to launch a series of investigations into the Democratic administration, poised to augment partisan discord on Capitol Hill. ""Our politics has gotten so angry, so mean, so partisan,"" Biden said late last year. ""And too often we see each other as enemies, not as neighbors; as Democrats or Republicans, not as fellow Americans. We've become too divided."" Divided government has been the reality for all U.S. presidents since Ronald Reagan for at least part of their term.",Xinhua,2023-01-04 10:24
698,Iraqi protesters blast U.S. for violating sovereignty on 3rd anniversary of deadly drone strike,"BAGHDAD, Jan. 3 (Xinhua) -- Iraqis on Tuesday rallied to mark the third anniversary of the assassination of two Iraqi and Iranian commanders in a U.S. drone attack, condemning the U.S. terror act and its violation of Iraqi sovereignty. On the al-Tahrir Square in the capital Baghdad, scores of Iraqis held high the pictures of Abu Mahdi al-Muhandis, deputy chief of Iraq's paramilitary Hashd Shaabi forces, and Qassem Soleimani, former commander of the Quds Force of Iran's Islamic Revolution Guards Corps (IRGC). Both Soleimani and al-Muhandis, who played important roles in the war against the extremist Islamic State (IS) militants, were assassinated in the U.S. drone attack on a convoy of vehicles near the Baghdad International Airport on Jan. 3, 2020. The Iraqi protesters denounced the United States for creating chaos or disasters in Iraq, which was invaded by the U.S. forces in 2003, and even all over the world in the name of ""protecting human rights."" ""They (Americans) target a leader inside our country. (Therefore) there is no sovereignty. Not even the airspace belongs to Iraq. They (U.S. aircraft) enter our airspace and strike our leaders,"" Ahmed Kadhim, a fitness trainer, told Xinhua. He said the airstrike was a flagrant violation of Iraq's sovereignty, stressing that the United States is an ""undemocratic and inhumane country"". ""America is the creator of terrorism, and it is the country of chaos and wants to spread chaos all over the world,"" Kadhim added. Sadid Abdul-Ghani, a retired government employee, told Xinhua that the illegal airstrike that assassinated Soleimani and al-Muhandis was a flagrant violation of Iraq's sovereignty, Iraqis' human rights and all international laws. ""This is a painful terrorist act ... It violates human rights in this airstrike and in other acts"" that spread terrorism in Iraq and other countries, Abdul-Ghani said. He said the United States has been bringing about chaos, internal fight, instability and economic crisis to Iraq and other countries. ""By this airstrike, the United States aimed to dominate Iraq and the region and to control the world,"" he added. Ahmed Salim, a Baghdad resident, condemned the U.S. airstrike that killed Soleimani and al-Muhandis, saying Washington ""wanted to dominate Iraq."" ""It claims that it fights terrorism, but it committed a terrorist crime at dawn on Jan. 3, 2020,"" he said. Also on Tuesday, the Iraqi Hashd Shaabi held a memorial service at the site of the airstrike on a road near the Baghdad International Airport, which was attended by many Iraqis. ""The enemies were disappointed, as they thought that by making people absent and killing leaders, the will of nations would be broken, but they missed that the martyrs are the makers of the glory of every nation,"" Falih al-Fayyadh, head of the Hashd Shaabi commission, said in a speech. ""The assassination of the two leaders, al-Muhandis and Soleimani, was orchestrated by (former U.S. President Donald) Trump, but it will not be long before we see him in the dustbin of history,"" al-Fayyadh added. Iraqi Prime Minister Mohammed Shia' al-Sudani said in a tweet that ""it is necessary to recall the leaders of victory and their heroism in confronting the most violent extremist terrorist group (IS) known to our contemporary history."" He said the assassination of the two leaders motivated the Iraqi government to work to ""consolidate sovereignty and work for an Iraq that is independent in its policies and capable of protecting its people."" The U.S. airstrike that killed Soleimani and al-Muhandis sparked tension and reprisal attacks between Iran and the United States on Iraqi soil. Two days after the airstrike in 2020, the Iraqi parliament passed a resolution requiring the government to end the presence of foreign forces in the country. On Dec. 29, 2021, then Iraqi Prime Minister Mustafa al-Kadhimi confirmed the end of the U.S.-led coalition's combat mission in Iraq after the withdrawal of their forces from the country.",Xinhua,2023-01-04 10:27
