,Title,Content,Author,Date and Time
70,How a fog of questions over a spy balloon and UFOs fed a diplomatic crisis,"Senior American officials increasingly believe the Chinese spy balloon shot down off the coast of South Carolina in early February was originally supposed to conduct surveillance over U.S. military bases in Guam and Hawaii, but that winds carried it off course to Alaska, Canada and finally the continental United States. The evolution of Washington’s understanding of the Chinese military’s original goals and new details that reveal misreadings of the U.S. reaction by Chinese officials in private meetings reflect how difficult it is for the United States and China to discern each other’s intentions — a gap American officials fear could lead to greater mistrust in an already fraught relationship, or even to armed conflict. In another example of the fog created by superpower rivalry and political imperatives, U.S. officials said in interviews Wednesday that they now increasingly believe three unidentified flying objects shot down over North America were unlikely to be surveillance devices.","Edward Wong, Julian E. Barnes, Adam Entous, The New York Times",2023-02-16
69,U.S. Sen. John Fetterman checks into hospital for depression treatment,"Democratic U.S. Sen. John Fetterman, who flipped a Republican-held seat in last November’s elections just six months after suffering a near-fatal stroke, checked into a Washington-area hospital on Wednesday for treatment for clinical depression, his office said in a statement. The 53-year-old Pennsylvania senator was evaluated at Walter Reed National Military Medical Center in Bethesda, Maryland, on Monday by the attending physician for Congress, who recommended inpatient care, Fetterman’s office said on Thursday. Fetterman was briefly hospitalized last week after feeling light-headed, though doctors determined he had not suffered a new stroke.",REUTERS,2023-02-17
66,Biden intends to speak with Xi to defuse tensions over balloon,"U.S. President Joe Biden sought to ease concerns about an and shootdowns of three other objects over the U.S. in recent weeks, saying he intends to speak with Chinese President Xi Jinping to defuse tensions fanned by the uproar. Biden said Thursday that intelligence agencies have no indication the three other downed objects were foreign surveillance aircraft but also promised new guidelines designed to secure U.S. airspace. He also vowed to ""responsibly manage” competition with China ""so that it doesn’t veer into conflict.” ""We’re not looking for a new Cold War, but I make no apologies, and we will compete,” Biden said in remarks at the White House, his first extended effort to publicly address the episode.","Jordan Fabian, Akayla Gardner, Bloomberg",2023-02-17
67,"Omicron still infected those with early COVID cases, study finds","People who got COVID-19 in the early stages of the pandemic weren’t especially safe from catching the virus again when the omicron variant swept the world, according to a study. Those who were infected with alpha, beta and delta variants were only 36% better protected from reinfection with omicron about 10 months later than people who hadn’t had the disease, University of Washington researchers said Thursday in the Lancet. However, the group was able to avoid hospitalization with omicron, and death, almost 90% of the time over the same period. The findings, derived from a meta-analysis of 65 studies from 19 countries, may help health officials steer vaccination campaigns and form policy recommendations. The COVID-19 pandemic was particularly hard to cope with because the behavior of the novel virus was mostly shrouded in mystery, and researchers are still uncovering new information about how it affects people.","Tanaz Meghjani, Bloomberg",2023-02-17
72,"Impacts of sea level rise and fragility of ice sheets underestimated, research shows","Parts of Earth’s ice sheets that could lift global oceans by meters will likely crumble with another half degree Celsius of warming, and are fragile in ways not previously understood, according to new research. The risk may also be greater than expected for a significant portion of the world’s population in coastal regions. New research suggests that the number of people threatened by sea level rise has been underestimated by tens of millions because of poorly-interpreted satellite data and a lack of scientific resources in developing countries. Ice sheets in Greenland and Antarctica have shed more than half-a-trillion metric tons annually since 2000 — six icy Olympic pools every second.","Marlowe Hood, AFP-Jiji",2023-02-17
73,Ukraine prioritizes holding the line as global security leaders gather,"Senior politicians and military leaders from around the world will meet in Germany on Friday with Ukrainian officials expected to address the security conference as they try to fend off Russian missile strikes on cities and massed assaults on front lines. Bolstered by tens of thousands of reservists, Russia has intensified ground attacks across southern and eastern Ukraine, and, as the first anniversary of its Feb. 24 invasion nears, a major new Russian offensive appears to be taking shape. Russia rained missiles across Ukraine on Thursday and struck its largest oil refinery. Of at least 36 missiles that Russia fired about 16 were shot down, the air force said, a lower rate than normal.","Max Hunder, Pavel Polityuk, Reuters",2023-02-17
74,Aid focus turns to the homeless and destitute in aftermath of Turkey quake,"International aid agencies are stepping up efforts to help millions of homeless people, many sleeping in tents, mosques, schools or cars, 11 days after a massive earthquake hit Turkey and Syria killing more than 43,000. Two people were reported to have been pulled alive from the rubble in Turkey on Thursday, but such rescues have become increasingly rare, leaving anger to smoulder as hope fades. A 17-year-old girl was extracted from the ruins of a collapsed apartment bloc in Turkey’s southeastern Kahramanmaras province, broadcaster TRT Haber reported, 248 hours since the 7.8 magnitude earthquake struck in the dead of night on Feb. 6.","Suhaib Salem, Ali Kucukgocmen, Reuters",2023-02-17
71,Witnesses in Trump election meddling probe may have lied under oath,"Some witnesses may have lied under oath during a grand jury probe of former U.S. President Donald Trump’s efforts to overturn his 2020 election defeat in Georgia, according to excerpts from the panel’s findings released on Thursday. The special grand jury also concluded there was no widespread fraud in the election, despite Trump’s false claims that the vote was rigged against him, and delivered recommendations to prosecutors on possible indictments for election interference, the document showed. Those charging recommendations — along with the bulk of the report — remain sealed for now, pursuant to a judge’s order, leaving open the question of whether Trump or anyone else could eventually face prosecution.","Joseph Ax, REUTERS",2023-02-17
75,European allies vow more support for Kyiv at security meet,"European powers on Friday vowed to intensify support for Ukraine as it battles to repel Russia, with France’s president underlining at a major security conference that the time was not ripe for talks with Moscow. Days ahead of the one-year anniversary of Russia sending its forces into Ukraine, Moscow chalked up a small gain in its grinding offensive. The head of Russian mercenary group Wagner claimed the capture of a village near Bakhmut — the eastern city that is the scene of the longest and bloodiest battle of the war so far.",AFP-JIJI,2023-02-18
76,The post-Cold War era is gone. A new arms race has arrived.,"Shortly after Russia invaded Ukraine, the government in neighboring Poland passed a law to more than double the size of its military, and went shopping for weapons. With President Vladimir Putin’s war heading into its second year, the Polish expansion plan has become jaw dropping in scale. It includes close to 500 HIMARS or equivalent long-range multiple launch rocket systems, just 20 of which allowed Ukraine to inflict serious damage on Moscow’s military machine. There are also more than 700 new self-propelled heavy artillery pieces planned, over six times as many as in Germany’s arsenal, and three times as many advanced battle tanks as Britain and France can field, combined.","Marc Champion, Natalia Ojewska, Sudhi Ranjan Sen, Natalia Drozdiak, Bloomberg",2023-02-18
58,Ukraine presses U.S. Congress members for F-16 jet fighters,"Ukrainian officials have urged U.S. Congress members to press President Joe Biden’s administration to send F-16 jet fighters to Kyiv, saying the aircraft would boost Ukraine’s ability to hit Russian missile units with U.S.-made rockets, lawmakers said. The lobbying came over the weekend on the sidelines of the Munich Security Conference in talks between Ukrainian officials, including Foreign Minister Dmytro Kuleba, and Democrats and Republicans from the Senate and House of Representatives. “They told us that they want (F-16s) to suppress enemy air defenses so they could get their drones” beyond Russian front lines, Sen. Mark Kelly, a former astronaut who flew U.S. Navy fighters in combat, said on Saturday evening.",Reuters,2023-02-19
65,"Former U.S. President Jimmy Carter, 98, opts for hospice care","Former U.S. President Jimmy Carter, who at 98 is the longest living president in American history, has decided to forgo further medical treatment and will enter hospice care at his home in Georgia, the Carter Center announced Saturday. “After a series of short hospital stays, former U.S. President Jimmy Carter decided to spend his remaining time at home with his family and receive hospice care instead of additional medical intervention,” the center said in a statement posted on Twitter. “He has the full support of his family and his medical team. The Carter family asks for privacy during this time and is grateful for the concern shown by his many admirers.” The center did not elaborate on what conditions had prompted the recent hospital visits or his decision to enter hospice care. Carter has survived a series of health crises in recent years, including a bout with the skin cancer melanoma, which spread to his liver and brain, as well as repeated falls.","Peter Baker, The New York Times",2023-02-19
56,Concerns and impatience over mining the world's seabeds,"The prospect of large-scale mining to extract valuable minerals from the depths of the Pacific Ocean, once a distant vision, has grown more real, raising alarms among the oceans’ most fervent defenders. “I think this is a real and imminent risk,” said Emma Wilson of the Deep Sea Conservation Coalition, an umbrella organization of environmental groups and scientific bodies. “There are plenty of stakeholders that are flagging the significant environmental risks.”","Amelie Bottollier-Depois, AFP-JIJI",2023-02-19
57,Near misses raise fresh questions for U.S. air regulator,"U.S. air safety regulators are facing fresh questions following recent near crashes at American airports, further challenging an aviation industry ramp-up in response to rising travel demand. The Federal Aviation Administration is already facing questions after the agency in January ordered a temporary grounding of planes nationally for the first time since 9/11 due to problems with a safety alert system. At a Senate hearing last week, acting FAA chief Billy Nolen was presented with a simulation video of a Feb. 4 incident at Austin-Bergstrom International Airport in which a FedEx cargo plane nearly collided with a Southwest Airlines passenger jet that was about to take off.","John Biers, AFP-JIJI",2023-02-19
59,Nuclear inspectors in Iran find uranium enriched to 84% purity,"International atomic monitors in Iran last week detected uranium enriched to levels just below that needed for a nuclear weapon, according to two senior diplomats, underscoring the risk that the country’s unrestrained atomic activities could prompt a new crisis. The International Atomic Energy Agency is trying to clarify how Iran accumulated uranium enriched to 84% purity — the highest level found by inspectors in the country to date, and a concentration just 6% below what’s needed for a weapon. Iran had previously told the IAEA that its centrifuges were configured to enrich uranium to a 60% level of purity. Inspectors need to determine whether Iran intentionally produced the material, or whether the concentration was an unintended accumulation within the network of pipes connecting the hundreds of fast-spinning centrifuges used to separate the isotopes. It’s the second time this month that monitors have detected suspicious enrichment-related activities.","Jonathan Tirone, Bloomberg",2023-02-20
61,Sunak set for his biggest political test yet with Brexit deal,"British Prime Minister Rishi Sunak is gearing up for the biggest political test of his premiership as he prepares to unveil a deal with the European Union that risks a stand-off with Northern Ireland unionists and members of his own party. A solution to the impasse over the post-Brexit trading rules for Northern Ireland would enable the U.K. to reset relations with the EU, its biggest trading partner, more than the three years after Britain formally left the bloc. The prime minister also hopes to persuade the Democratic Unionist Party to drop its veto on the formation of Northern Ireland’s power-sharing executive. They’ve blocked its functioning for more than a year in protest at the so-called protocol, the portion of the Brexit deal governing the region’s unique place in the EU and U.K.’s trading markets.","Ellen Milligan, Bloomberg",2023-02-20
64,Biden pledges new military aid for Ukraine during surprise Kyiv visit,"U.S. President Joe Biden promised new military aid for Ukraine worth $500 million during a surprise visit to Kyiv on Monday, almost a year to the day since Russia’s invasion. Biden also said additional sanctions would be announced this week against the Russian elite and companies trying to evade sanctions to “back the Russian war machine.” The military aid package will include artillery ammunition, anti-armor systems and air surveillance radars “to help protect the Ukrainian people from aerial bombardments,” he said.",Reuters,2023-02-20
60,Ukraine’s allies are working through the consequences of the long war ahead,"Ukraine’s main allies are starting to come to terms with what will be required to support the government in Kyiv through what they now expect will be a long war. That realization was fundamental to almost every discussion at the annual Munich Security Conference where senior officials from the trans-Atlantic defense community grappled with how to meet the vastly increased demand for ammunition and weapons that such a war implies. They also wrestled with how to enforce economic sanctions against Moscow, how to persuade the global south to embrace Ukraine’s cause, and what role China will decide to play in the war.","Marc Champion, Bloomberg",2023-02-20
43,Putin suspends last nuclear treaty with U.S. and puts new missiles on combat duty,"Russian President Vladimir Putin on Tuesday suspended Russian participation in the last remaining nuclear arms control treaty with the United States, warning Washington that Russia had put new ground-based strategic nuclear weapons on combat duty. Russia and the United States still have vast arsenals of nuclear weapons left over from the Cold War whose numbers are currently limited by the New START Treaty, which was agreed in 2010 and is due to expire in 2026. “I am forced to announce today that Russia is suspending its participation in the Strategic Arms Reduction Treaty,” Putin told his country’s political and military elite.",Reuters,2023-02-21
45,"In Biden’s unannounced visit to Kyiv, a preview of an increasingly direct contest with Putin","U.S. President Joe Biden’s on Monday morning was intended first as a morale booster for shellshocked Ukrainians in the midst of a bleak winter of power outages and a bitter war of attrition. But it was also the first of several direct challenges on this trip to Russian President Vladimir Putin, who a year ago this week believed the Ukrainian capital would become Russian-controlled territory again in a matter of days, moving Putin closer to his ambition of restoring the empire of Peter the Great. “Putin’s war of conquest is failing,” Biden declared from the palace, his very presence there, alongside Ukrainian President Volodymyr Zelenskyy, meant to symbolize Russia’s failure to take a capital that today remains brimming with life, its restaurants overflowing even as warning sirens blare.","David E. Sanger, Anton Troianovski, The New York Times",2023-02-21
44,Inside the hunt for UFOs at the end of the world,"The U.S. military is capable of many things, but finding the remnants of an unidentified flying object scattered across a blinding expanse of Arctic ice in minus-30-degree weather using six available hours of daylight is not one of them. The search for a downed UFO began and ended near this oil-camp town at the frozen edge of the world, where Navy pilots flying P-8 Poseidons finally gave up on Friday, ending their mission with no answers. Hours later and about 500 miles away, Canadian forces searching for the shreds of a second object in the Yukon Territory retreated empty-handed. The same thing happened on Lake Huron, where Coast Guard captains docked their boats without finding whatever it was that F-22 fighter pilots shot out of the sky with a $400,000 Sidewinder missile. (The pilots actually shot two missiles; the first one missed.)","Katie Rogers, The New York Times",2023-02-21
42,Why the world needs a deal to protect its oceans,"Delegates from up to 193 U.N. member states will start talks in New York on Monday in an effort to wrap up negotiations on a long-awaited treaty to protect the world's oceans from overfishing, pollution and other threats. The high seas — areas lying beyond countries' exclusive economic zones — make up nearly two-thirds of the world's oceans, which means a global agreement is needed on how to preserve and manage the waters and their biodiversity. ""Humanity has been waging a senseless and self-defeating war on nature, and the ocean is on the front lines of the battle,"" U.N. Secretary-General Antonio Guterres said last month as he called on nations to conclude the delayed negotiations.","Jack Graham, Thomson Reuters Foundation",2023-02-21
47,Nuclear submarine plan shows fragility of nascent China-Australia reset,"Ties between Australia and China have improved faster than many expected since Australian Prime Minister Anthony Albanese took power last year. Beijing’s reaction to Canberra’s plans for a new submarine may show whether that goodwill can last. Albanese is expected to travel to Washington in mid-March to unveil the design for a fleet of nuclear-powered submarines to be built with help from the U.S. and U.K. The joint announcement with U.S. President Joe Biden and British Prime Minister Rishi Sunak would represent a key milestone in the 18-month-old AUKUS partnership, intended to counter growing Chinese naval might in the Asia-Pacific region.","Ben Westcott, Bloomberg",2023-02-21
54,Erdogan's hasty rebuild plan could leave Turkey at risk of more earthquake agony,"Turkish President Tayyip Erdogan’s plan to rebuild quickly after devastating earthquakes rocked the country risks courting another disaster unless urban planning and building safety are carefully reconsidered, architects and engineers say. Days after Turkey’s worst earthquake in modern history, Erdogan vowed to rebuild the southern disaster zone within a year — an undertaking conservative estimates put at $25 billion, and others expect to be far higher. Authorities say more than 380,000 units in 105,794 buildings are in urgent need of demolition or have collapsed, out of 2.5 million structures across the region.","Ceyda Caglayan, Can Sezer, Reuters",2023-02-21
55,'As long as it takes': How Biden slipped into a war zone to stand with Ukraine,"U.S. President Joe Biden did little to tip his hand about his unannounced visit to Kyiv, heading to church on Saturday afternoon and then taking his wife out to dinner at a cozy Washington restaurant. But by the pre-dawn hours Sunday, he was already aboard a U.S. military plane crossing the Atlantic, the first leg of an itinerary to the Ukrainian capital carried out under cloak-and-dagger secrecy after months of meticulous planning by a close circle of advisers. Americans woke up on a public holiday, Presidents’ Day, to clips of Biden in his trademark aviator sunglasses strolling in the cold next to Ukrainian President Volodymyr Zelenskyy as air raid sirens blared in the background.","Jennifer Jacobs, Jenny Leonard, Volodymyr Verbyany, Bloomberg",2023-02-21
62,Fresh earthquake hits Turkey-Syria border two weeks after disaster,"Another earthquake struck the border region of Turkey and Syria on Monday, just two weeks after the area was devastated by a larger quake that killed more than 47,000 people and damaged or destroyed hundreds of thousands of homes. Monday’s quake, this time with a magnitude of 6.4, was centered near the southern Turkish city of Antakya and was felt in Syria, Egypt and Lebanon. It struck at a depth of 10 kilometers, the European Mediterranean Seismological Center (EMSC) said.","Ali Kucukgocmen, Henriette Chacar, AFP-JIJI",2023-02-21
63,COVID hasn’t taught the world how to beat the next deadly virus,"For much of the past century, a strategy known as elimination was the gold standard for dealing with deadly new viruses. But , which took it to an extreme, has cast doubts over the approach and left a gaping hole in the world’s game plan for the next pandemic. Even outside China, elimination measures such as stay-at-home orders proved politically unpopular and difficult to carry out. With some medical experts doubting whether airborne respiratory pathogens can be suppressed, global public health officials are now without a consensus on how best to contain new infectious diseases. Early in the pandemic, proponents argued the strategy was morally, scientifically and economically superior to so-called mitigation approaches, such as slowing the spread of disease through physical distancing and limiting social gatherings or letting the virus loose among the young while protecting more vulnerable members of the population.","Michelle Fay Cortez, Bloomberg",2023-02-21
53,How does aid get into rebel-held northwest Syria?,"Two weeks after a deadly earthquake struck Syria, only a trickle of U.N. aid has entered the rebel-held northwest of the war-ravaged country, with the slow pace sparking outrage and anger. The 7.8-magnitude quake killed more than 44,000 people in Turkey and Syria, including 3,600 in Syria, piling more misery on a population who activists say has been abandoned by the world in the midst of tragedy.","Rouba El Husseini, AFP-JIJI",2023-02-21
46,Old Russian hardware being fixed up by Ukrainian military repair shop,"In civilian life, Dmytro was a bicycle repair man in western Ukraine. Now he fixes tanks and other armored vehicles, making them fit for the battlefield. “The way both work is basically the same,” he insists at a secret military repair yard behind the eastern front-line. “But of course there are differences.” Dmytro, 45, and his younger brother, Roman, 34, both work as mechanics in the 14th Mechanized Brigade of the Ukrainian Army.","Phil Hazlewood, AFP-JIJI",2023-02-21
48,Nuclear risk seen rising as Putin 'suspends' last treaty with U.S.,"The last remaining treaty that limits Russian and U.S. nuclear weapons was already in grave peril before President Vladimir Putin announced on Tuesday that Moscow was suspending its participation. Now it may be beyond repair, raising the risk of a new arms race — in parallel with the war in Ukraine — in which neither side can rely on the stable, predictable framework that successive nuclear accords have provided for more than 50 years. Security analysts said that could hugely complicate the delicate calculus that underpins mutual deterrence between the two countries, while also spurring other powers such as China, India and Pakistan to build up their nuclear arsenals.","Mark Trevelyan, Reuters",2023-02-22
50,Hong Kong revokes visa of scientist jailed for creating first gene-edited babies,"Authorities in Hong Kong said late Tuesday they had canceled the work visa of a Chinese biophysicist who was jailed for creating the world’s first gene-edited babies, throwing cold water on his plans to relocate his research to the city. The initial granting of a visa to He Jiankui had raised hackles in the scientific community, and cast a shadow over Hong Kong’s new immigration scheme designed to attract top talent worldwide. He was handed a prison term in 2019 for illegally experimenting on human embryos, in a controversial exercise that saw twin girls born with genes he had altered in an attempt to confer immunity to HIV.",AFP-Jiji,2023-02-22
51,"Scientists newly confirm 1,350 km metallic structure at heart of Earth's inner core","In Jules Verne’s classic 1864 novel “Journey to the Center of the Earth,” adventurers descend through an Icelandic volcano into a vast underground world populated by prehistoric creatures as they explore our planet’s interior. The actual center of the Earth is nothing like this fanciful depiction — but in some ways, it is even more dramatic. Researchers on Tuesday said an intensive study of Earth’s deep interior, based on the behavior of seismic waves from large earthquakes, confirmed the existence of a distinct structure inside our planet’s inner core — a wickedly hot innermost solid ball of iron and nickel about 1,350 kilometers wide. Earth’s diameter is about 12,750 kilometers. The planet’s internal structure comprises four layers: a rocky crust on the outside, then a rocky mantle, an outer core made of magma and a solid inner core. This metallic inner core, about 2,440 km wide, was discovered in the 1930s, also based on seismic waves traveling through Earth.","Will Dunham, Reuters",2023-02-22
52,Putin says Russia and China have reached ‘new milestones’ on cooperation,"President Vladimir Putin said he’s waiting for his Chinese counterpart Xi Jinping to visit Russia as he hailed deepening ties with Beijing at talks with China’s top diplomat. Cooperation between Russia and China is “very important for stabilizing the international situation,” Putin told Chinese State Councilor Wang Yi at talks in Moscow on Wednesday, asking him to pass on greetings to “my friend” Xi. Russia and China are reaching “new milestones” including in trade, which may grow to $200 billion sooner than their goal of 2024, Putin said. “The current international situation is indeed critical and complex but the relationship between China and Russia is solid as a mountain and can stand the test of international risks,” Wang replied, adding that the “strategic” ties between Moscow and Beijing won’t be subject to pressure from any third parties.",Bloomberg,2023-02-22
49,Biden vows Russia will never win Ukraine as Putin fights on,"U.S. President Joe Biden vowed Tuesday that Russia would never see victory in Ukraine, delivering a major speech in Warsaw hours after Russia’s Vladimir Putin said his country would continue its nearly yearlong invasion. Putin, in his annual state of the nation address, accused the West of escalating the conflict and announced the Kremlin would suspend participation in the with Washington. The Russian president said increasingly stringent sanctions on the country “will not succeed” and vowed Russia would keep fighting to “systematically” achieve its aims.",AFP-Jiji,2023-02-22
31,How will it end? No easy answers over Russia's war on Ukraine.,"The Kremlin wanted Russia’s invasion of Ukraine to yield a lightning victory, but 12 months on the war is dragging into a stalemate with neither side achieving military breakthrough nor prepared to agree a settlement based on the status quo. Analysts fear the conflict sparked by Russia’s invasion on Feb. 24, 2022 will not end anytime soon, and that its intensity risks increasing in year two. “It certainly doesn’t show signs of being close to the end,” said Jon Alterman at the Center for Strategic and International Studies, a U.S. think tank.","Delphine Touitou, AFP-Jiji",2023-02-23
32,Trump grand juror stirs uproar by hinting at panel’s discussions,"The foreperson of the special grand jury investigating Donald Trump’s efforts to overturn Georgia’s election results has complicated the work of prosecutors with a series of surprisingly frank media interviews but is unlikely to get any potential cases thrown out. Legal experts said the unusual candor about secret proceedings, while not unlawful, is almost certain to be used by lawyers defending anyone ultimately charged. “It’s an outrageous breach of grand jury confidentiality and undermines the fairness of the special grand processes,” said Stanley Brand, a one-time U.S. House general counsel who has been representing several former Trump aides in separate investigations.","Margaret Newkirk, Bloomberg",2023-02-23
33,Putin's nuclear treaty move raises stakes over China's growing arsenal,Russia’s suspension of its with the United States may have dashed any hopes of dragging China to the table to start talking about its own rapidly accelerating nuclear arms programs. Regional diplomats and security analysts had held out the prospect of China somehow being convinced to join U.S.-Russian talks on extending the New START arms control treaty ahead of its expiry in 2026 as a way of alleviating growing fears over Beijing’s rapid military modernization. China’s nuclear arsenal sits at the core of those concerns as it grows in size and sophistication — an expansion that the United States recently noted is now gathering pace.,"Greg Torode, Martin Quin Pollard, Reuters",2023-02-23
35,How Europe ditched Russian fossil fuels with spectacular speed,"Europe’s most remarkable response to Russia’s war on Ukraine hasn’t been marshaling military equipment and billions of euros in aid. It’s been the unprecedented speed of an energy transition that in one year has nearly eliminated its dependence on Russian fossil fuels in an attempt to strangle the key source of funding for Russian President Vladimir Putin’s war machine. The shift has been far from the kind of climate-first transition that Europe has envisioned for its long-term future, with governments paying whatever it takes to secure liquefied sources of natural gas brought in by ships, burning more coal and ripping up some environmental plans in the process. And it’s been painful, with Europe getting hit by a roughly $1 trillion energy bill last year, cushioned by hundreds of billions of euros of government subsidies. Still, even the most optimistic outlooks from analysts and the bloc’s own leaders at the outset of the war failed to predict how quickly Europe could move. A year ago, Europe spent about $1 billion a day to pay for gas, oil, and coal imported from Russia. Today, it pays a small fraction of that amount.","Will Mathis, Akshat Rathi, Bloomberg",2023-02-23
34,U.S. spy plane pilot snaps high-altitude selfie with China balloon,"The U.S. Air Force pilot glances back as a camera focuses on the white airship floating below — a Chinese balloon on a flight across the U.S. that not only worsened already fraught Beijing-Washington relations but touched off a political firestorm for the Biden administration. The photo, taken Feb. 3 from the cockpit of a U-2 spy plane and released by the Defense Department on Wednesday, quickly blazed across social media platforms, labeled a high-altitude “selfie.” A day later, the balloon would be observed by another air force pilot whose mission was not to take photographs, but to ready an AIM-9X Sidewinder missile to put an end to its flight.",Bloomberg,2023-02-23
41,Biden and Putin display their alliances with Ukraine war backdrop,"U.S. President Joe Biden and Russian President Vladimir Putin bolstered their respective alliances with NATO and China ahead of the first anniversary of Moscow’s invasion of Ukraine. Global tensions between superpowers were highlighted on a day of diplomacy in Warsaw and Moscow on Wednesday. Biden promised that the United States “will defend literally every inch of NATO,” the military alliance that includes some Eastern European countries bordering Russia. Putin said Chinese leader Xi Jinping would visit Russia, saying relations had reached “new frontiers.” Washington is concerned Beijing could provide material support for Moscow’s war in Ukraine, which began on Feb. 24 last year and has become the biggest land conflict in Europe since World War II.",Reuters,2023-02-23
36,Washington’s concern grows as Beijing steps up diplomatic initiatives with Moscow,"A meeting this week between Russian and Chinese officials in Moscow to discuss strategic cooperation raised eyebrows in the West, with Beijing seeking to position itself as a responsible actor on the international stage, particularly in relation to the Ukraine war. The U.S. didn’t waste time in responding, reiterating its warning that China would face “real consequences” if it were to provide weapons to Russia as Moscow struggles to make substantial military gains one year into its invasion of Ukraine. Wang Yi, China’s top diplomat, visited Moscow on Wednesday, where he told Russian President Vladimir Putin that Beijing is willing to deepen political trust, extend pragmatic collaboration and advance strategic cooperation with Russia.","Gabriel Dominguez, Staff writer",2023-02-23
37,Bone study transforms understanding of dinosaur growth,"The dinosaur group called theropods included the largest land meat-eaters ever to roam the Earth — up to the size of a school bus. But there also were theropods the size of a tabby cat and others of various dimensions, including beaked and toothless fruit-eaters and some bizarre long-clawed species that redefine weird. Scientists had long believed that these dinosaurs followed a uniform pattern in determining the body size of a species, whether gigantic or diminutive, with the rate of growth being the deciding factor — faster meaning bigger and slower meaning smaller. A new study adds to the evidence overturning that idea. Researchers said on Thursday they examined rings called cortical growth marks laid down annually inside the bones as these animals grew — akin to growth rings inside tree trunks — of three dozen theropod species. Widely spaced rings indicate a speedier growth rate. Closely spaced rings indicate slower growth.","Will Dunham, REUTERS",2023-02-24
38,U.S. to bolster its small force on Taiwan in a signal to China,"The U.S. is increasing its small contingent of troops in Taiwan to train local forces, an American defense official said, in the latest move of support for the island democracy and willingness to raise the ire of China. The U.S. military presence in Taiwan will grow to between 100 and 200 troops, up from about 30 a year ago, the Wall Street Journal reported earlier Thursday. “We don’t have a comment on specific operations, engagements or training, but I would highlight that our support for, and defense relationship with, Taiwan remains aligned against the current threat posed by the People’s Republic of China,” Lt. Col. Marty Meiners, a Pentagon spokesman, said in an email. The State Department later offered the same response.","Peter Martin, Iain Marlow, Bloomberg",2023-02-24
39,"New bird flu spreading worldwide poses no human pandemic risk, experts say","A new strain of bird flu that transmits easily among wild birds has triggered an , infecting and killing a variety of mammalian species and raising fears of a pandemic more lethal than COVID-19. But the very changes that have allowed the virus to infect wild birds so efficiently likely made it less prone to infecting human cells, leading disease experts have said. Their views underpin global health officials’ assessments that the current outbreak of H5N1 poses a low risk to people. The new strain, called H5N1 clade 2.3.4.4b, emerged in 2020 and has spread to many parts of Africa, Asia and Europe as well as North and South America, causing unprecedented numbers of deaths among wild birds and domestic poultry.","Julie Steenhuysen, REUTERS",2023-02-24
40,China’s peace proposal for Ukraine war light on details,"China has called for a cease-fire in Ukraine and the resumption of peace talks in a 12-point position paper released Friday — the anniversary of Russia’s invasion — as Beijing seeks to portray itself as a neutral actor on the international stage, despite its growing ties with Moscow. “All parties should support Russia and Ukraine in working in the same direction and resuming direct dialogue as quickly as possible, so as to gradually deescalate the situation and ultimately reach a comprehensive ceasefire,” Beijing said, stressing the need to “prevent the crisis from deteriorating further or even spiraling out of control.” The paper, which outlines broad principles rather than a specific peace proposal, reiterates many of the points China has raised in recent months, including in its newly unveiled Global Security Initiative. Among these are the importance of respecting the sovereignty of all countries, stopping unilateral sanctions, preventing the use of nuclear weapons and keeping nuclear power plants safe.","Gabriel Dominguez, Staff writer",2023-02-24
18,Poland delivers first Leopard tanks to Ukraine,"Poland has delivered the first Leopard 2 battle tanks to Ukraine, the Polish defense minister said Friday, the first anniversary of Russia’s invasion. “Today Polish Leopards are already in Ukraine,” Mariusz Blaszczak said during a National Security Council meeting, without elaborating on how many German-made tanks were delivered to Kyiv. Poland was the first country to offer to send Leopards to Ukraine and was fiercely critical of Berlin’s initial reluctance to approve the transfer to Kyiv.",AFP-JIJI,2023-02-24
29,How Biden’s shock-and-awe tactic is failing to stop Russia,"National Security Advisor Jake Sullivan’s West Wing office was crammed with sleep-deprived staffers on the morning of Feb. 26, 2022. Clad in jeans and button-down shirts, clutching coffees or cold pizza, they were waiting for U.S. President Joe Biden to join on a secure line. Russia had invaded Ukraine two days earlier. The burning question of the day: How to stop a war. The U.S. had been warning of a looming invasion for weeks. Sullivan’s team had a plan, one they’d kept closely held out of fear it would be discovered by Russian intelligence. It involved freezing some $300 billion of Russian central bank assets held abroad. That would generate enough shock and awe, the authors figured, to bring Russian President Vladimir Putin’s war to a halt — or at the very least, severely hamper his ability to fight it. The measure, seen at the time as the economic equivalent of a nuclear weapon, was announced at 5 p.m. in Washington that Saturday. In the days that followed, as Russia’s currency tanked, prices soared, and people lined up at banks to pull out whatever cash they could, some Biden aides briefly worried that they’d gone too far. They didn’t want to completely crater the Russian economy, out of fear the damage would spread to Europe and beyond.","Daniel Flatley, Bloomberg",2023-02-24
19,Ukrainians mourn and vow to fight on a year after Russia invaded,"Ukrainians paid tribute to fallen loved ones on Friday and vowed to fight on to victory, while Russia said its forces were making gains in battle in the east as its invasion entered a second year with no end in sight. At a ceremony in Kyiv’s St. Sophia Square, a visibly emotional President Volodymyr Zelenskyy bestowed medals on soldiers, one on crutches, and the mother of one killed. He fought back tears when a band played the national anthem. “We have become one family. There are no more strangers among us… Ukrainians have sheltered Ukrainians, opened their homes and hearts to those who were forced to flee the war,” he said in a televised address.",REUTERS,2023-02-24
